titulo,descripcion,precio,nro_ambientes,nro_banios,area_m2,latitud,longitud,estado,detalles,enlace
"Equipetrol Norte, Cuarto Anillo","Equipetrol, Santa Cruz de la Sierra - Oficina en Alquiler","$us. 5,200",8.0,2.0,370.0,-17.755302,-63.198151,Disponible,Oficina en alquiler Torre Duo 370 m2 Piso Alto Semi-amoblada o sin muebles Por favor contactarse para más información whatsapp +549114,https://www.ultracasas.com/inmueble/oficina-en-alquiler-equipetrol-equipetrol-santa-cruz-de-la-sierra-615411
AV ROCA Y CORONADO 2DO ANILLO /SANTA ROSITA,"Entre 2do y 3er anillo Oeste, Santa Cruz de la Sierra - Casa en Venta","$us. 252,000",5.0,4.0,208.0,-17.7864,-63.201557,Disponible,"CASA A ESTRENAR –DE 4 DORMITORIO - PISCINA ,CHURRASQUERA EN SANTA CRUZ -EN BARRIO  SANTA ROSITA ✨AV. ROCA Y CORONADO 2DO ANILLO 📍 Zona Roca y Coronado (2do y 3er anillo) 💰 $us 265.000 – Tipo de cambio 7 🚪 Entrega inmediata ✅ 4 Dormitorios (1 en suite) ✅ Piscina ✅ Churrasquera ✅ Cocina y baños con equipamiento completo 🔥 Vive en una ubicación privilegiada, céntrica y exclusiva. 📲 Agenda tu visita ahora mismo.",https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-oeste-santa-cruz-de-la-sierra-1052784
Terrenos en Urbanización Plazas del Urubó. A 18 minutos del puente Urubó Village.,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 17,655",,,330.0,-17.811682,-63.307804,Disponible,"¡Terrenos en Urbanización Plazas del Urubó desde solo $2,000 de reserva! 📍 Zona Urubó Village – Santa Cruz de la Sierra Descripción del Proyecto: Plazas del Urubó es un proyecto urbanístico en desarrollo con alta proyección de plusvalía, ubicado a solo 18 minutos del nuevo Puente Urubó Village. Ideal para quienes desean invertir en una zona de crecimiento acelerado, con todos los servicios y facilidades desde el primer día. Características Principales: 📐 Terrenos desde 315 m² hasta 600 m² 💰 Reserva con solo $2,000 🏦 Crédito directo hasta 9 años sin intereses 💵 Pagos en bolivianos al tipo de cambio oficial 📄 Documentación individualizada al día ⚡ Servicios básicos disponibles (Luz y agua) 📈 Zona con plusvalía proyectada del 25% anual Amenidades del Proyecto: 🌳 Paseo ecológico con vegetación natural 🏀 Canchas polifuncionales 👶 Parque infantil 🍖 Churrasquera para eventos sociales Ubicación Estratégica: A pocos minutos del Urubó Village y con acceso expedito a través del nuevo puente. Una excelente alternativa tanto para vivir como para invertir. 📞 Contáctanos hoy mismo para agendar tu visita o recibir más información. ¡Aprovechá esta oportunidad única antes del ajuste de precios!",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-plazas-del-urubo-a-santa-cruz-de-la-sierra-1049858
OFERTA!!!! TERRENO EN VENTA ZONA SANTOS DUMONT,"Entre 2do y 3er anillo Sur, Santa Cruz de la Sierra - Terreno en Venta","Bs. 1,582,000",,,600.0,-17.807047,-63.183754,Disponible,"📣 ¡Oportunidad ÚNICA en la Zona Sur de Santa Cruz! 📍 Sobre Av. Santos Dumont - 4to Anillo ¿Buscás una propiedad con alto potencial, buena ubicación y sobre todo precio competitivo? Esta es la inversión ideal para vos. 🌟 🏡 Propiedad con potencial Inmobiliario ✅ 600 m² de superficie total ✅ 15 metros de frente – Ideal para proyectos residenciales ✅ 90 m² construidos – Casa antigua pequeña  totalmente habitable 🚀 ¿Por qué invertir en esta propiedad? 🔝 Ubicación de alto tránsito y crecimiento 🛣️ Acceso inmediato a vías principales 💰 Tipo de cambio preferencial que te permite pagar menos por más 📈 Zona de creciente valorización inmobiliaria 🔑 Ideal para: 📍 Familias que buscan construir una casa amplia y bien distribuida 🏗️ Desarrolladores con visión a futuro 💼 Inversionistas que no quieren dejar pasar una buena oportunidad 📲 Contactanos HOY MISMO para más info o agendar tu visita privada. 🕒 Las buenas oportunidades no esperan. 📩 ¡Invertí en una zona con futuro y plusvalía asegurada! 𝓓 𝓸 𝓻 𝓲 𝓼    𝓛 𝓮 𝔂 𝓽 𝓸 𝓷 ✨👩🏻‍💼 Cel📲 +591 Asesor inmobiliario CAPITAL Corporación Inmobiliaria Oficina Av. Alemana No. 2045 entre 2do y 3er Anillo #capitalcorporacioninmobiliaria #terrenos #propiedades #bienesraicesenbolivia #inmuebles #terrenoenventa #lotes #venta #zonasur #santacruz #bolivia #inversiones #AvsantosDumont",https://www.ultracasas.com/inmueble/departamento-en-alquiler-entre-1er-y-2do-santa-cruz-de-la-sierra-918356
Casa en Alquiler - Las Palmas,"Las Palmas, Santa Cruz de la Sierra - Casa en Alquiler","Bs. 30,800",3.0,5.0,320.0,-17.803009,-63.210304,Disponible,Casa en Alquiler 📍Barrio Las Palmas Sup. Terreno: 630 m2. Sup. Construida: 320 m2. Planta Baja: • Living • Comedor • Cocina y comedor de diario / despensa • Escritorio • Galería / churrasquera • Amplio Jardín • Piscina • Garaje / portón eléctrico • Dependencia de servicios • Lavandería Planta Alta: • 1 Master suite • 1 Suite junior • 2 Dormitorios • Baño compartido • Sala de TV Precio: $us. 4.400.- TC Oficial,https://www.ultracasas.com/inmueble/casa-en-alquiler-las-palmas-casa-en-santa-cruz-de-la-sierra-1053557
ESQUINA EN VENTA A SOLO 3 CUADRAS DE MANZANA 40,"Equipetrol, Santa Cruz de la Sierra - Casa en Venta","$us. 330,000",5.0,3.0,290.0,-17.755875,-63.195576,Disponible,"🏡 ¡Casa en Esquina en Venta a Solo 3 Cuadras de Manzana 40! ✨ Espaciosa, funcional y lista para mudarte 📐 Terreno: 323.30 m² 🏗️ Construcción: 290 m² 💵 Nuevo Precio 330.000 $us Dólares o Tc Paralelo del día 🔻 Planta Baja: ▪️ Escritorio o dormitorio ▪️ Baño de visitas ▪️ Amplio living-comedor ▪️ Cocina con comedor de diario ▪️ Despensa + depósito ▪️ Galería techada y churrasquera ▪️ Área de lavandería ▪️ Dependencia de servicio con baño 🔺 Planta Alta: ▪️ 1 Máster Suite ▪️ 3 Dormitorios con baño compartido ▪️ Sala de TV o de juegos 🚗 Garaje para 2 vehículos 📍 Terreno en esquina – ¡mayor iluminación, ventilación y privacidad! 🌟 Ubicación privilegiada, cerca de todo. A 1 cuadra del 4to anillo y a 2 cuadras del Ventura Mall sobre calle colectora 𝗱𝗲 𝟭𝟲 𝗺𝘁𝘀 compatible con uso de suelo mixto 📞 Agenda tu visita  o para más información contáctame",https://www.ultracasas.com/inmueble/casa-en-venta-equipetrol-esquina-en-venta-a-santa-cruz-de-la-sierra-1053712
Zona Empresarial de Equipetrol Norte Torre ALAS 2 (Triángulo de Oro Cruceño),"Sirari, Santa Cruz de la Sierra - Oficina en Alquiler","$us. 9,000",17.0,4.0,700.0,-17.760042,-63.200726,Disponible,"2 pisos de oficinas de alto nivel empresarial (juntas) de 350m2, total 700m2. Listas para ocupar, no se necesita invertir en cableado de red ni en divisiones, opción para dar las oficinas amobladas.",https://www.ultracasas.com/inmueble/oficina-en-alquiler-sirari-zona-empresarial-santa-cruz-de-la-sierra-1032383
TC 7 Casa en venta en condominio con piscina,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 198,000",3.0,3.0,155.0,-17.768673,-63.223465,Disponible,"🏠 CASA MODERNA EN VENTA A ESTRENAR URUBO 📍  Urubo, a 3 min. del puente Mario Fioanini 💰 PRECIO DE VENTA: 198.000 $us. (Tipo de Cambio 7) 📐 Sup. Terreno: 185,56 m2. 📐 Sup. Construcción: 155 m2. 𝐂𝐀𝐑𝐀𝐂𝐓𝐄𝐑𝐈𝐒𝐓𝐈𝐂𝐀𝐒 Todos los servicios básicos (alcantarillado y gas domiciliario), cajoneria alta y baja de cocina, tapa de roperos, instalación de aires, churrasquera. 𝐏𝐋𝐀𝐍𝐓𝐀 𝐀𝐋𝐓𝐀 ✅ 3 Dormitorios en suite (1 master suite con vestidor y balcón, 2 dormitorios con baño compartido) ✅ Sala de Tv 𝐏𝐋𝐀𝐍𝐓𝐀 𝐁𝐀𝐉𝐀 ✅ Living comedor ✅ Cocina estilo americana ✅ Baño de visita ✅ Área de Lavandería ✅ Galería con Churrasquera ✅ Amplio jardín ✅ Piscina ✅ Garaje para 2 vehículos 📲CONTACTAME, para mayor información  Century 21 - Andrea Kanda #CasaEnVentaEnSantaCruz #casaenventazonaurubo #century21elite #bienesraices",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-a-3-min-del-santa-cruz-de-la-sierra-1050292
,,,,,,,,Disponible,,
SOBRE AVENIDA ALEMANA  ENTRE TERCER Y CUARTO ANILLO,"Entre 3er y 4to anillo Norte, Santa Cruz de la Sierra - Local comercial en Venta","$us. 890,000",,,997.0,-17.754778,-63.165318,Disponible,"🔴Gran oportunidad de inversión, Local altamente comercial en venta ‼️ Ubicado sobre AVENIDA ALEMANA  ENTRE TERCER Y CUARTO ANILLO,  es ideal para supermercados, negocios o empresas. ➡️Características: Terreno amplio de 1000 m2 y cubierto 700 m2 para exposicion comercial de productos y servicios, tambien los ambientes pueden ser divisibles. ➡️ Acceso hacia ambas calles *7 parqueos frontales *7 parqueos posteriores *Áreas de depósitos *Baños en planta alta y baja. ➡️Precio Venta: Información al número",https://www.ultracasas.com/inmueble/local-comercial-en-venta-entre-3er-y-4to-santa-cruz-de-la-sierra-1048072
SKY PALMETTO DEPARTAMENTO EN ALQUILER,"Sirari, Santa Cruz de la Sierra - Departamento en Alquiler","Bs. 5,475",2.0,2.0,88.0,-17.763474,-63.200306,Disponible,"Departamento A ESTRENAR en alquiler en Condominio Sky Palmetto. Consta de: 2 dormitorios (1 en suite), living- comedor, cocina americana, baño, parqueo.",https://www.ultracasas.com/inmueble/departamento-en-alquiler-sirari-condominio-santa-cruz-de-la-sierra-1034530
Condominio CASA CLUB JARDÍN Zona Norte km 8½,"Carretera Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 250,000",4.0,4.0,222.0,-17.69479,-63.170044,Disponible,"𝗭𝗢𝗡𝗔 𝗡𝗢𝗥𝗧𝗘 𝗖𝗮𝘀𝗮 𝗠𝗼𝗱𝗲𝗿𝗻𝗮!🟡 🅴🅽 🆅🅴🅽🆃🅰 Entrega inmediata ▫️▫️▫️▫️▫️▫️ 💲 250,000 ▫️▫️▫️▫️▫️▫️ ▪️Terreno:  186 m² ▪️Const.:    222 m² ➖️➖️➖️➖️➖️➖️ ᴄᴏɴᴅᴏᴍɪɴɪᴏ ᴄᴇʀʀᴀᴅᴏ ""Cᴀsᴀ Cʟᴜʙ Jᴀʀᴅɪɴ""  ᴢᴏɴᴀ ɴᴏʀᴛᴇ ""km 8. 5"" (Santa Cruz de la Sierra) ▫Dos Plantas ▫Amplio Living Comedor ▫️Baño de visitas  completo ▫️Escritorio dorm. ▫Cocina independiente amoblada y equipada. ▫Jardín y Churrasquera ▫️1 Master Suite c/vestidor y baño privado ▫️2 Habitaciones ▫️1 Baño a compartir ▫Áreas de servicio ▫️Dependencias de Servicio ▫Garaje para 2 vehículos Equipamiento : Muebles de cocina, cocina encimera, extractor de humos Vestidores y closets, muebles y box de baño 🔝🔝🔝🔝🔝 ⚪ CLUB HOUSE: Piscina  parque Infantil, canchas infantiles y áreas verdes ▫️▫️▫️▫️▫️▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: bit.ly/ccj-189k-JLT #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo  🟨 🔝🔝🔝🔝🔝🔝 Afiliada a CAINCRUZ   🟩",https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-condominio-santa-cruz-de-la-sierra-1023987
"URUBO GOLF, MÓDULO 2A","Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 143,000",,,853.0,-17.746643,-63.220345,Disponible,"Terrenos en venta en Exclusivo Condominio Urubo Golf⛳ 🌟 Vive con lujo y confort en una de las zonas más exclusivas de Urubó, rodeado de naturaleza y con una vista privilegiada a la cancha de golf. Características: - Módulo 2A - Manzana 4 - Lote 59 y 60 - Superficie de terreno: L 59:  853,91 m² L 60: 852,66 m² Precio: $us 143.000 c/u",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-urubo-golf-modulo-2a-santa-cruz-de-la-sierra-1051226
AVENIDA BENI CUARTO ANILLO,"Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Departamento en Venta","$us. 130,000",4.0,3.0,135.0,-17.748686,-63.169109,Disponible,"Ubicado entre 4° y 5° anillo de la Av. Beni al frente del Parque Los Mangales. Alrededores se encuentran farmacias, colegios, hospitales, centros comerciales, supermercados. caracteristicas .- - Piso 3 - Sup. 135 m2. - 3 dormitorios( 1 suit con baño privado), living comedor, dependencia de empleada, baño de visita, balcon con churrasquera, lavanderia, aire acond, en todo el dpto, calefon, cocina, campana, cortinas etc. Seguridad las 24 hrs, cámaras de seguridad en todo el edificio. - Áreas sociales( piscina,gimnasio, sauna, sala de cine, sala, de Internet, juegos para niños, canchas polifuncionales, cancha de raquet, guardería, churrasqueras, salón de eventos, etc.) - GARAGE CON BAULERA., - PRECIO A LA VENTA : 130 mil dolares americanos precio totalmente charlable. TRATO DIRECTO CON EL DUEÑO SIN INTERMEDIARIOS. - Mas informacion al",https://www.ultracasas.com/inmueble/departamento-en-venta-entre-4to-y-5to-anillo-santa-cruz-de-la-sierra-612260
Condominio Las Brisas,"Carretera Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 355,000",4.0,5.0,410.0,-17.703669,-63.152931,Disponible,"Hermosa casa en exclusivo condominio de la zona norte consta de 4 dormitorios, dos de ellos en suit con amplio vestidor, 5 baños, áreas sociales amplias, garaje techado para dos vehículos y garaje abierto para un 3er vehículo más, terraza. Está instalada con 8 aires acondicionados marca WhiteWesting house, gas domiciliario, puertas y ventanas malleras, muebles, churrasquera de acero inoxidable y termotanque de alta capacidad. El condominio cuenta con piscina, cancha y amplia área de jardines para paseo.",https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-condominio-las-santa-cruz-de-la-sierra-975095
SKY LUXIA MONOAMBIENTE ALQUILER,"Equipetrol, Santa Cruz de la Sierra - Departamento en Alquiler","Bs. 3,500",1.0,1.0,37.0,-17.765383,-63.195393,Disponible,"Equipetrol SKY LUXIA   - San Martín ALQUILER Monoambiente  EQUIPETROL. Sup: 37m2 piso 5 506 Completamente amoblado Equipamiento completo en cocina. Aire Acondicionado Televisor Cama de dos plazas Ropero con divisiones Box de baño Hermosas áreas sociales de lujo. Piscina, churrasqueras, salón de fiestas, Sauna, cómoda área de cowork, billar, área de lavado y secado. No tiene parqueo Incluye expensas Alquiler:  BS. 3.500 https://maps.app.goo.gl/u7kmP3wESd7ZeXgP8",https://www.ultracasas.com/inmueble/departamento-en-alquiler-equipetrol-sky-santa-cruz-de-la-sierra-1042167
Condominio Urubó Nord Zona URUBÓ,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 185,000",4.0,3.0,205.0,-17.74259,-63.235142,Disponible,"🟡 ""𝗨𝗥𝗨𝗕𝗢́"" 𝗖𝗔𝗦𝗔 𝗔 𝗘𝗦𝗧𝗥𝗘𝗡𝗔𝗥 🅴🅽 🆅🅴🅽🆃🅰: ▫️ ▪️Terreno: 210 m² ▪️Const.  : 204 m² ➖️ 📍Cᴏɴᴅᴏᴍɪɴɪᴏ ""Uʀᴜʙᴏ ɴᴏʀᴅ"" (ᴜʀᴜʙᴏ́ - sᴀɴᴛᴀ ᴄʀᴜᴢ) Elegante casa de 2 niveles con espacios amplios y funcionales: ᴘʟᴀɴᴛᴀ ʙᴀᴊᴀ ▫️Amplia área social: sala, comedor ▫️Cocina integrada estilo americano con península desayunador ▫️Ambiente adicional en planta baja, ideal como 4to dormitorio u oficina ▫️Diseño moderno con escalera en doble altura y baranda de vidrio blindex ▫️Baño de visitas ▫️Lavandería y pequeño depósito para insumos de limpiezam ▫️Churrasquera con parrilla y campana de acero inoxidable ▫️Patio delantero y trasero con césped ▫️Parqueo para 2 vehículos ᴘʟᴀɴᴛᴀ ᴀʟᴛᴀ ▫️ 3 dormitorios: 1 en suite y 2 con baño compartido ▫️Estar privado ✨ Equipamiento premium: ▪️Cocina y baños con mesones de piedra sinterizada ▪️Revestimientos de porcelanato importado en gran formato ▪️Escalera con peldaños de madera tajibo ▪️Mobiliario completo: cocina (muebles altos y bajos), closets, vestidor y muebles de baño ▪️Sanitarios y grifería de alta calidad (marca Vogel - Weidling) ▪️Cocina equipada con encimera, horno y campana extractora ▪️Baños con box de vidrio y espejos retroiluminados incluidos ▪️Iluminación moderna: lámpara colgante en escalera, luces LED y cintas LED en puntos estratégicos 🏡 Una casa con diseño moderno, acabados de primera y en una ubicación privilegiada. ¡Agenda tu visita y hazla tuya! ▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ʙʀᴏᴋᴇʀ ᴏᴡɴᴇʀ - 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo 🔝 Afiliada a CAINCRUZ",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-condominio-urubo-nord-santa-cruz-de-la-sierra-1048345
URUBÓ VILLAGE últimos lotes de terreno en el exclusivo MODULO 1,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 265,000",,,900.0,-17.776459,-63.249336,Disponible,Tenemos los últimos lotes de terreno en Urubó Village - Exclusivo Módulo 1 - diferentes vistas y topografía - Lotes desde 750 mts2 de superficie en adelante - Precio desde USD 350 x mt2 -- Tipo de Cambio oficial - Terrenos desde USD 265.000 Eliana Suárez Century 21 Rita Quiroga,https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-urubo-golf-country-santa-cruz-de-la-sierra-944686
AV. BENI ENTRE 3ER Y 4TO ANILLO,"Entre 3er y 4to anillo Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 350,000",5.0,5.0,380.0,-17.752855,-63.172932,Disponible,𝐂𝐀𝐒𝐀 𝐄𝐍 VENTA 𝐁𝐀𝐑𝐑𝐈𝐎 𝐇𝐀𝐌𝐀𝐂𝐀𝐒 4 DORMITORIOS Y 1 ESCRITORIO 𝐀𝐕. 𝐁𝐄𝐍𝐈 𝐄𝐍𝐓𝐑𝐄 𝟑𝐄𝐑 𝐘 𝟒𝐓𝐎 𝐀𝐍𝐈𝐋𝐋𝐎 Construcción 380 m2 Terreno 357 m2 PRECIO : 350.000 $us * 2 plantas PLANTA BAJA * Living Comedor * Cocina con Comedor de diario * 1 suite * baño de visita * Sala de Tv o escritorio * Piscina * Baño en planta baja para el área de la piscina PLANTA ALTA 3 Dormitorios * 1 Suite * 2 dormitorios * Baño a compartir Deposito 𝐃𝐄𝐏𝐄𝐍𝐃𝐄𝐍𝐂𝐈𝐀 𝐃𝐄 𝐒𝐄𝐑𝐕𝐈𝐂𝐈𝐎 Area de maquinas y lavanderia 2 dormitorios de servicio * Garaje para 3 vehículos * ⁠portón eléctrico Equipamiento: Pisos de porcelanato Cortinas Lámparas y luces led Aires Acondicionados en todos los ambientes Cocina cerrada PRECIO 350.000 $us O 4.500.000 Bs,https://www.ultracasas.com/inmueble/casa-en-venta-entre-3er-y-4to-anillo-norte-santa-cruz-de-la-sierra-1051680
URUBÓ Condominio Florida 2,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 299,000",4.0,4.0,415.0,-17.755156,-63.245052,Disponible,"𝗨𝗥𝗨𝗕𝗢! 𝗖𝗮𝘀𝗮 🅴🅽 🆅🅴🅽🆃🅰: ▫️ 💲 299,000 ▫️ ▪️Terreno: 415 m² ▪️Const.  : 436 m² ➖ 📍Cᴏɴᴅᴏᴍɪɴɪᴏ ""Fʟᴏʀɪᴅᴀ II"" Sᴜʙsᴜᴇʟᴏ ▫️Garaje Techado para 2 vehículos ▫️Habitación de servicio ▫️Área de lavandería techada ᴘʟᴀɴᴛᴀ ʙᴀᴊᴀ ▫️Amplio Living - Comedor ▫️Estudio o habitación ▫️Baño de visitas completo ▫️Cocina integrada amoblada y equipada ▫️Galeria tipo terraza c/Churrasquera y vista Panorámica ▫️Jardín ▫️Garage  p/4 vehiculos ᴘʟᴀɴᴛᴀ ᴀʟᴛᴀ (3 dormitorios) ▫️1  Master Suite c/vestidor, Y baño privado ▫️2 Habitaciones c/closet ▫️Baño a compartir ▫️Sala de Tv ᴇϙᴜɪᴘᴀᴍɪᴇɴᴛᴏ: ▫️Muebles de cocina ▫️Cocina encimera ▫️Extractor de humos ▫️Luminarias led ᴀʀᴇᴀs sᴏᴄɪᴀʟᴇs: - Areas verdes y parque infantil - Churrasquera - Piscina - Cancha Polifuncional ▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo Afiliada a CAINCRUZ",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-condominio-santa-cruz-de-la-sierra-1032494
Casa Taormina - Las Palmas,"Las Palmas, Santa Cruz de la Sierra - Departamento en Venta","$us. 618,880",3.0,5.0,309.0,-17.79966,-63.212536,Disponible,"Departamentos de Lujo - Vistas a canchas de golf del Country Club Las Palmas. 📍Casa Taormina - Barrio Las Palmas • Departamentos de 3 suites • 15 Departamentos exclusivos • Únicamente 3 Departamentos por piso • 1000 m2. de Áreas Sociales Departamentos tipo A (355 m2.) • Ascensor directo • Doble lobby de ingreso Departamentos tipo B (309 m2.) y Departamentos tipo C (317 m2.) • Ascensor compartido, que llega a un hall de distribución por piso. Con un diseño impecable y acabados de lujo, Casa Taormina está pensado para quienes valoran lo mejor en calidad, ubicación y estilo de vida. Agenda una presentación personalizada para mayor información.",https://www.ultracasas.com/inmueble/departamento-en-venta-las-palmas-casa-santa-cruz-de-la-sierra-1049557
,,,,,,,,Disponible,,
SOBRE CARRETERA A PORONGO 1000 MTS ANTES DE LLEGAR AL PUEBLO,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 28,800",,,300.0,-17.840935,-63.297337,Disponible,"🎊🎊🎊 POR LANZAMIENTO LOTES DE TERRENOS EN PREVENTA Y A CRÉDITO DIRECTO 🎊🎊🎊 🟢UBICACIÓN PRIVILEGIADA Sobre carretera a Porongo unos 1000mts antes de llegar al Pueblo 🌴🌴LA URBANIZACIÓN ALTOS LAS PALMAS🌴🌴 CONTARA CON: ✅ÁREA SOCIAL PRIVADA SOLO PARA LOS VIVIENTES DE LA URBANIZACIÓN ✅ PISCINA CON PAISAJISMO ✅CANCHAS ✅SALÓN DE EVENTOS ✅GIMNASIO ✅CHURRASQUERAS ✅PASEOS PEATONALES ✅CICLOVÍAS ✅PARQUES ✅VÍAS TOTALMENTE PAVIMENTADAS ✅ SERVICIOS BÁSICOS Y MUCHO MAS!!!... MODALIDADES DE PAGO: 💰Pago al contado o ⏳Crédito Directo ▪ Reserva tu lote con: 100$ ▪ SECTOR A TERRENOS SOBRE CARRETERA Pago al contado o crédito directo, Terrenos desde 80.000$ Dimensiones desde los 500mts2. 25% de cuota inicial y el saldo a 4 años plazo ▪ SECTOR B Cuota Inicial 10% del valor total del terreno y el saldo a 8 años plazo Crédito Directo ▪ Terrenos desde 31.800$ Dimensiones desde los 300mts2. ▪ SECTOR C Cuota Inicial 5% del valor total del terreno y el saldo a 8 años plazo Crédito Directo ▪ Terrenos desde 28.800$ Dimensiones desde los 300mts2. VALOR DE LOS LOTES AL TIPO DE CAMBIO OFICIAL (6,96) 🟢En su terreno usted puede construir la casa o quinta de sus sueños con un diseño personalizado. 🔥 OPORTUNIDAD ÚNICA! 🔥 🟢La mejor opción para proteger tu capital de la inflación o de la escasez de dólares es la....  inversión inmobiliaria! 🟢Realiza una inversión segura en la zona de mayor plusvalía y Crecimiento!!!!!... ¡ahora con el nuevo puente del Urubó Village estamos  sólo 10 minutos del 4to anillo de la Av. Roca y Coronado!!!!",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-sobre-carretera-a-santa-cruz-de-la-sierra-1052822
"Zona norte, Remanso 8vo anillo","Entre 8vo y 9no anillo Norte, Santa Cruz de la Sierra - Galpón en Alquiler","Bs. 28,000",,,1115.0,-17.71438,-63.16581,Disponible,"GALPON EN ALQUILER ZONA NORTE El galpón cuenta con amplios accesos desde la avenida Banzer o desde el ingreso a Remanzo, se encuentra a 100 m2 del asfalto, avenida ancha para el ingreso de camiones de alto tonelaje, el terreno no tiene vecinos laterales y al frente existe un área verde, por lo que el flujo y maniobras para camiones de alto tonelaje y vehículos se facilita a cualquier hora. Precio de alquiler: Bs. 28.000/Mes Datos técnicos del galpón: - Terreno total: 1.115m2. - Todo el perímetro con cerca eléctrica. - Alarma sonora contra robos. - 3 portones exteriores con acceso. - Galpón cerrado de 687 m2. - Todo el galpón revocado. - Altura central del galpón de 11 m2. - Altura en los laterales del galpón 9 m2. - Techo del galpón con calaminas traslucidas. - Área de carga y descarga techada. - Piso de alto tráfico en galpón. - Luces LED en galpón. - Área de oficina de 175 m2 en 2 plantas. - Pequeño depósito en oficina. - Todas las oficinas cuentan con cortinas. - Pisos de porcelanato y luces LED. - 2 oficinas privadas, 1 en ambos pisos. - Baños privados y compartidos. - Acceso directo de oficinas a galpón. - Cuarto para el sereno con baño privado. - Garita de seguridad con vidrio al exterior. - Area de parqueos en 300 m2. Agenda una visita: 780-00988 Ing. Fernando Lamas – Broker Century 21 Home",https://www.ultracasas.com/inmueble/galpon-en-alquiler-entre-8vo-y-9no-anillo-santa-cruz-de-la-sierra-1050792
